Level1,Level2,Level3,Level4,Level5,Level6,Level7
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,Dinitrotoluene Degradation,"2,6-dinitrotoluene degradation",,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,Nitrobenzene Degradation,4-chloronitrobenzene degradation,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,Nitrobenzene Degradation,nitrobenzene degradation I,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,Nitrobenzene Degradation,nitrobenzene degradation II,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,Nitrobenzoate Degradation,2-Nitrobenzoate Degradation,2-nitrobenzoate degradation I,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,Nitrobenzoate Degradation,2-Nitrobenzoate Degradation,2-nitrobenzoate degradation II,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,Nitrobenzoate Degradation,4-nitrobenzoate degradation,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,Nitrophenol Degradation,2-Nitrophenol Degradation,2-nitrophenol degradation,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,Nitrophenol Degradation,4-Nitrophenol Degradation,4-nitrophenol degradation I,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,Nitrophenol Degradation,4-Nitrophenol Degradation,4-nitrophenol degradation II,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,Nitrophenol Degradation,"2,4,6-trinitrophenol and 2,4-dinitrophenol degradation",,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,Nitrotoluene Degradation,4-Nitrotoluene Degradation,4-nitrotoluene degradation I,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,Nitrotoluene Degradation,4-Nitrotoluene Degradation,4-nitrotoluene degradation II,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,Nitrotoluene Degradation,"2,4,6-trinitrotoluene degradation",,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,Nitrotoluene Degradation,2-nitrotoluene degradation,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,"2,4-dinitroanisole degradation",,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,5-nitroanthranilate degradation,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Nitroaromatic Compounds Degradation,tetramethylpyrazine degradation,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,Nitrophenol Degradation,2-Nitrophenol Degradation,2-nitrophenol degradation,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,Nitrophenol Degradation,4-Nitrophenol Degradation,4-nitrophenol degradation I,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,Nitrophenol Degradation,4-Nitrophenol Degradation,4-nitrophenol degradation II,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,Nitrophenol Degradation,"2,4,6-trinitrophenol and 2,4-dinitrophenol degradation",,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,Phenol Degradation,phenol degradation I (aerobic),,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,Phenol Degradation,phenol degradation II (anaerobic),,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,Phenylacetate Degradation,phenylacetate degradation I (aerobic),,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,Phenylacetate Degradation,phenylacetate degradation II (anaerobic),,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,Phenylethylamine Degradation,phenylethylamine degradation I,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,Phenylethylamine Degradation,phenylethylamine degradation II,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,3-phenylpropanoate degradation,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,4-coumarate degradation (anaerobic),,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,4-ethylphenol degradation (anaerobic),,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,bisphenol A degradation,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Phenolic Compounds Degradation,superpathway of phenylethylamine degradation,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Protocatechuate Degradation,protocatechuate degradation I (meta-cleavage pathway),,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Protocatechuate Degradation,protocatechuate degradation II (ortho-cleavage pathway),,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Protocatechuate Degradation,protocatechuate degradation III (para-cleavage pathway),,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Quinate Degradation,quinate degradation I,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Quinate Degradation,quinate degradation II,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,s-Triazine Degradation,Atrazine Degradation,atrazine degradation I (aerobic),,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,s-Triazine Degradation,Atrazine Degradation,atrazine degradation II,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,s-Triazine Degradation,Atrazine Degradation,atrazine degradation III,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,s-Triazine Degradation,Atrazine Degradation,superpathway of atrazine degradation,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,s-Triazine Degradation,deethylsimazine degradation,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,s-Triazine Degradation,melamine degradation,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,s-Triazine Degradation,N-cyclopropylmelamine degradation,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Salicylate Degradation,salicylate degradation I,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Salicylate Degradation,salicylate degradation II,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Salicylate Degradation,salicylate degradation III,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Salicylate Degradation,salicylate degradation IV,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Shikimate Degradation,shikimate degradation I,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Shikimate Degradation,shikimate degradation II,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Sulfoaromatic Compounds Degradation,4-Toluenesulfonate Degradation,4-toluenesulfonate degradation I,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Sulfoaromatic Compounds Degradation,4-Toluenesulfonate Degradation,4-toluenesulfonate degradation II,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Sulfoaromatic Compounds Degradation,3-(4-sulfophenyl)butanoate degradation,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Sulfoaromatic Compounds Degradation,4-sulfocatechol degradation,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Sulfoaromatic Compounds Degradation,benzenesulfonate degradation,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Toluenes Degradation,"2,4-xylenol degradation to protocatechuate",,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Toluenes Degradation,4-methylphenol degradation to protocatechuate,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Toluenes Degradation,superpathway of aerobic toluene degradation,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Toluenes Degradation,toluene degradation I (aerobic) (via o-cresol),,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Toluenes Degradation,toluene degradation II (aerobic) (via 4-methylcatechol),,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Toluenes Degradation,toluene degradation III (aerobic) (via p-cresol),,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Toluenes Degradation,toluene degradation IV (aerobic) (via catechol),,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Toluenes Degradation,toluene degradation to 2-oxopent-4-enoate (via 4-methylcatechol),,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Toluenes Degradation,toluene degradation to 2-oxopent-4-enoate (via toluene-cis-diol),,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Toluenes Degradation,toluene degradation to 2-oxopent-4-enoate I (via o-cresol),,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Toluenes Degradation,toluene degradation to 4-methylphenol,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Toluenes Degradation,toluene degradation to benzoate,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Toluenes Degradation,toluene degradation to benzoyl-CoA (anaerobic),,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Toluenes Degradation,toluene degradation V (aerobic) (via toluene-cis-diol),,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Toluenes Degradation,toluene degradation VI (anaerobic),,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Urate Degradation,superpathway of purines degradation in plants,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Urate Degradation,urate degradation to allantoin I,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Urate Degradation,urate degradation to allantoin II,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Vanillin Degradation,superpathway of vanillin and vanillate degradation,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Vanillin Degradation,vanillin and vanillate degradation I,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Vanillin Degradation,vanillin and vanillate degradation II,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Xylene Degradation,m-xylene degradation to m-toluate,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,Xylene Degradation,p-xylene degradation to p-toluate,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,(-)-dehydrodiconiferyl alcohol degradation,,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,"2,2'-dihydroxybiphenyl degradation",,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,"2,3-dihydroxybenzoate degradation",,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,"2,5-xylenol and 3,5-xylenol degradation",,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,2-aminophenol degradation,,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,2-hydroxybiphenyl degradation,,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,2-isopropylphenol degradation,,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,2-propylphenol degradation,,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,3-methylquinoline degradation,,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,4-amino-3-hydroxybenzoate degradation,,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,4-aminophenol degradation,,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,4-hydroxyacetophenone degradation,,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,4-hydroxymandelate degradation,,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,4-hydroxyphenylacetate degradation,,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,4-methylcatechol degradation (ortho cleavage),,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,4-toluenecarboxylate degradation,,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,"5,5'-dehydrodivanillate degradation",,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,aldoxime degradation,,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,anaerobic aromatic compound degradation (Thauera aromatica),,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,aniline degradation,,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,benzene degradation,,,,
Degradation/Utilization/Assimilation,Aromatic Compounds Degradation,biphenyl degradation,,,,
